Data Broker Name,Email Address,Website URL,Physical Address,How a consumer may opt out of sale or submit requests under the CCPA,How a protected individual can demand deletion of information posted online under Gov. Code sections 6208.1(b) or 6254.21(c)(1),Additional information about data collecting practices,Date Added
LexisNexis Risk Solutions,consumer.documents [at] lexisnexis.com ,http://risk.lexisnexis.com,"1000 Alderman Dr, Alpharetta, GA 30005, United States","California consumers may opt out or submit requests under the CCPA at:, https://consumer.risk.lexisnexis.com/california, , California consumers may also submit a request by phone at 1-888-217-1591 or by mail at: , Consumer Center, Attn: California Consumer Privacy Act (CCPA) Request,  P.O. Box 105108, Atlanta, GA 30348-5295, ","Protected individuals can submit requests by phone at 1-888-217-1591 or at:, , LexisNexis Individual Requests for Information Suppression, PO Box 933 , Dayton, OH 45401 , Email: privacy.information.mgr@lexisnexis.com","Addition information is available at: , , https://consumer.risk.lexisnexis.com/california, ",2/7/2020
Results Only Consulting and Advertising,dataprivacy_ROCAdvertising [at] SimpleOptOutCompliance.com,http://www.rocadvertising.com,"4251 Gateway Blvd, Suite B, Sacramento, CA 95834, United States","To complete your data privacy request, please submit an email to dataprivacy_rocadvertising@simpleoptoutcompliance.com with the subject line titled â€œData Removal Requestâ€ and we will promptly process your request.","To complete your demand for deletion request, please submit an email dataprivacy_rocadvertising@simpleoptoutcompliance.com with the subject line titled â€œData Deletion Requestâ€ and we will promptly process your request.",Consumers may visit https://www.rocadvertising.com/privacy-policy/ to view our privacy policy which includes data collecting practices.,3/3/2020
"Peoplefinders, LLC., and its subsidiaries and affiliates",customercare [at] peoplefinders.com,http://www.peoplefinders.com,"1915 21st Street, Sacramento, CA 95811, United States",A consumer may exercise their right to opt out through the â€œDo Not Sell My Personal Informationâ€ or â€œDo Not Sell My Infoâ€ link in the footer of the website.  A consumer may also submit other CCPA-related requests by clicking on the links found in Section V (Your Rights) of our Privacy Policy (found at https://www.peoplefinders.com/about/privacy.)  ,A consumer may opt out of having their listing displayed by going online to https://www.peoplefinders.com/opt-out  and submitting a request.  A consumer may also contact Customer Care or mail in their request at the business address.,Additional information may be found in our Privacy Policy at https://www.peoplefinders.com/about/privacy. ,3/5/2020
"Whitepages, Inc. ",legal [at] whitepages.com,http://www.whitepages.com,"2033 6th Avenue, Suite 1100, Seattle, WA 98121, United States",California residents may submit a opt-out request online at https://www.whitepages.com/privacy/ccpa,Protected individuals can request deletion at support.whitepages.com. Non-protected individuals who make CCPA requests via this webpage will be directed to https://www.whitepages.com/privacy/ccpa to submit their request.  ,"Whitepages, founded in 1996, makes data available for a number of purposes, including fraud prevention, family safety, spam call detection, background vetting and contacting people outside your inner circle.  The majority of this data originates from public sources, including government agencies and state and local courts.  ",2/12/2020
ZenLeads Inc. (d/b/a Apollo.io),privacy [at] apollo.io,https://www.apollo.io,"101 Montgomery Street, Suite 400, San Francisco, CA 94104, United States","They may visit the url https://www.apollo.io/company/privacy-center to submit a request. We may conduct some research to verify this is the person whose information is being requested for opt-out, and we will respond accordingly. They may also email us at privacy@apollo.io with a specific request.","They may visit the url https://www.apollo.io/company/privacy-center to submit a request to remove their information. We may conduct some research to verify this is the person whose information is being requested for opt-out, and we will respond accordingly. They may also email us at privacy@apollo.io with a specific request.",,7/1/2020
Spectrum Mailing Lists,privacy [at] spectrumlists.com,http://www.SpectrumLists.com,"1611 S Melrose Drive, Suite A129, Vista, CA 92081, United States",Consumers can contact us via the number listed on our website or via web forms on the website.  Consumers can call us toll-free at 1-800-227-6245 or they can also email privacy@spectrumlists.com.,We do not publicly post or publicly display on the Internet the home address or home telephone number of any person. A protected individual can contact us by either calling a number listed on our website or filling out a form on our website.   Consumers can call us toll-free at 1-800-227-6245 or they can also email privacy@spectrumlists.com.,,2/12/2020
Tymax Media,privacyofficer [at] datacomplianceportal.com,http://tymaxmedia.com,"3755 Avocado Blvd, 305, La Mesa, CA 91941, United States",Consumers can visit http://tymaxmedia.com/ccpa.php and click on the link to visit our data compliance portal.,Consumers can visit http://tymaxmedia.com/ccpa.php and click on the link to visit our data compliance portal.,Additional information is available at http://tymaxmedia.com/privacy.php,2/12/2020
"MH Sub I, LLC",privacy [at] internetbrands.com,http://www.internetbrands.com,"909 N. Pacific Coast Highway, 11th Floor, El Segundo, CA 90245, United States",California consumers submit requests under the CCPA by visiting https://www.internetbrands.com/privacy/privacy-contact-form.php,California consumers request deletion of information posted under Gov. Code sections 6208.1(b) or 6254.21(c)(1) by sending an email to privacy@internetbrands.com,Consumers can refer to our published privacy policy located at https://www.internetbrands.com/privacy/privacy-main.html,3/3/2020
Aristotle International Inc.,Info [at] aristotle.com,http://www.Aristotle.com,"205 Pennsylvania Avenue SE, Washington, DC 20003, United States",California residents may exercise their rights under the CCPA by visiting our website at www.aristotle.com. CCPA privacy request by phone: 888-217-9600,California residents may exercise their rights under the CCPA by visiting our website at www.aristotle.com. CCPA privacy request by phone: 888-217-9600,"Information about Aristotle practices can be found in this link www.Aristotle.com, , ",2/7/2020
Postie,data [at] postie.com,https://postie.com,"3616 Far West Blvd., STE 117 #103, Austin, TX 78731, United States","A consumer may submit requests under the CCPA:, - Going to https://postie.com/ca_info.html, - Via telephone: 855-931-2869, - Directly at optout.postie.com/ccpa_data.html or optout.postie.com/ccpa_delete.html, , Note that, as required by law, we will require you to prove your identity. Depending on your request, we will ask for information such as your full name, email address, postal address, and other information to process a removal request or right to know request. Postie will send a validation email to the provided email with a link that must be clicked to verify the individual. This email will also contain details about the request process.","Protected individuals may demand deletion of information through the following methods:, - Via telephone: 855-931-2869, - Directly at optout.postie.com/ccpa_data.html or optout.postie.com/ccpa_delete.html, ","Information regarding Postie's collection and use of data can be found at:, https://postie.com/pp.html",7/15/2020
