rank,name,domain,category,opt_out_url,email,phone,opt_out_hub,leverage,priority_score,sensitivity_score,onward_sale_score,ca_registered,collects_minors,sold_to_genai,sold_to_law_enforcement,deletion_requests_received,deletion_compliance_rate,deletion_median_response_days,removal_method,sources
690,"OWMN, LTD.",thebridgecorp.com,,https://www.thebridgecorp.com/our-approach-to-data-privacy/,privacy@thebridgecorp.com,(212) 991-5633,,1,23.2,0,0,True,False,False,False,0,,0.0,,cppa-registry-current|cppa-registry-historical
691,"Pathway Ventures, LLC",indivizio.com,,https://www.protectdataprivacy.com/,privacyofficer@indivizio.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
692,PeekYou LLC,peekyou.com,,https://www.peekyou.com/privacy#DoNotSellMyInfo,info@peekyou.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
693,"Pension Benefit Information, LLC",pbinfo.com,,https://www.pbinfo.com/crf/,ccparequests@pbinfo.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
694,"Perf Labs, Inc. d/b/a Interseller",interseller.io,,https://www.interseller.io/do-not-sell,privacy@interseller.io,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
695,"Permutive, Inc",permutive.com,,https://permutive.com/privacy/,privacy@permutive.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
696,"PLEXUSS, INC.",plexuss.com,,https://plexuss.com/ccpa-opt-out,compliance@plexuss.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
697,Pludo Inc,cashmereai.com,,cashmereai.com,farbod@cashmereai.com,6504301133,,1,23.2,0,0,True,False,False,False,0,,0.0,,cppa-registry-current
698,Plug Chargers LLC,plug-industries.com,,www.plug-industries.com,blakehogan@plug-industries.com,713-515-3694,,1,23.2,0,0,True,False,False,False,0,,0.0,,cppa-registry-current
699,"Plunge, LLC",plungedigital.com,,www.plungedigital.com,privacy@plungedigital.com,8447586434,,1,23.2,0,0,True,False,False,False,0,,0.0,,cppa-registry-current
700,"PMG Worldwide, LLC",pmg.com,,https://www.pmg.com,dataprivacy@pmg.com,8174209970,,1,23.2,0,0,True,False,False,False,0,,0.0,,cppa-registry-current
701,Podible Inc,podscribe.com,,https://podscribe.com/privacy,privacy@podscribe.com,(512) 814-8549,,1,23.2,0,0,True,False,False,False,0,,0.0,,cppa-registry-current
702,Preferred Communications,preferredcommunications.com,,https://preferredcommunications.com/consumer-opt-out/,opt-out-ccpa@preferredcommunications.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
703,PricewaterhouseCoopers LLP,pwc.com,,https://www.pwc.com/us/en/site/notice-of-right-to-opt-out.html,us_privacy_office@pwc.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
704,Private Records LLC,privaterecords.net,,https://www.privaterecords.net/optOut/name/landing,support@privaterecords.net,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
705,ProspectBase UK Limited,prospectbase.com,,https://www.prospectbase.com,privacy@prospectbase.com,20 3695 7895,,1,23.2,0,0,True,False,False,False,0,,0.0,,cppa-registry-current
706,R.L. Polk & Co.,mobilityglobal.com; www.spglobal.com,,https://www.spglobal.com/en,privacy@mobilityglobal.com,888-433-8408,,1,23.2,0,0,True,False,False,False,0,,0.0,,cppa-registry-current
707,Redmob LLC,redmob.io,,https://redmob.io/,privacy@redmob.io,69977700,,1,23.2,0,0,True,False,False,False,0,,0.0,,cppa-registry-current
708,Reis Inc.,cre.moodysanalytics.com,,https://www.catylist.com/privacy/,info@reis.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
709,Relationship Science,relsci.com,,https://info.relsci.com/RelSciPrivacyPolicy,privacy@altrata.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
710,"RelPro, Inc.",relpro.com,,https://relpro.com/privacy-policy,info@relpro.com,8885617890,,1,23.2,0,0,True,False,False,False,0,,0.0,,cppa-registry-current
711,"Response America, Inc.",responseamerica.net,,https://responseamerica.net/privacy_dec.html,ncoa@responseamerica.net,8149359796,,1,23.2,0,0,True,False,False,False,0,,0.0,,cppa-registry-current
712,"RevenueBase, Inc",revenuebase.ai,,https://revenuebase.ai/privacy-policy,privacy@revenuebase.ai,(617) 302-6275,,1,23.2,0,0,True,False,False,False,0,,0.0,,cppa-registry-current
713,Rhetorik Limited,rhetorik.com,,https://www.rhetorik.com/do-not-sell-my-info,privacy@rhetorik.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
714,Ripple Effect Strategies,ripple-fx.com; ripple-roi.com,,https://www.ripple-roi.com/privacy-policy,dylan@ripple-fx.com,3012547533,,1,23.2,0,0,True,False,False,False,0,,0.0,,cppa-registry-current
715,Rooftop Digital,therooftop.io,,https://www.consumerdataprotect.com/,privacyofficer@therooftop.io,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
716,"Sabio, Inc.",sabio.inc,,https://sabio.inc/personal_information_optout.php,privacy@sabio.inc,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
717,SafeGraph Inc.,safegraph.com,,https://www.safegraph.com/do-not-sell-my-info,privacy@safegraph.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
718,"Scanbuy, Inc.",scanbuy.com,,http://scanbuy.com/rights/data,privacy@scanbuy.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
719,SciLeads Ltd,scileads.com,,https://scileads.com/privacy-policy/,privacy@scileads.com,2895929005,,1,23.2,0,0,True,False,False,False,0,,0.0,,cppa-registry-current|cppa-registry-historical
720,Searchbug,searchbug.com,,https://www.searchbug.com/ccpa.aspx,support@searchbug.zohodesk.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
721,SEMANTIQ INC,semantiqhealth.com,,https://semantiqhealth.com/privacy-policy,ops@semantiqhealth.com,5619339030,,1,23.2,0,0,True,False,False,False,0,,0.0,,cppa-registry-current
722,"Simio Cloud, LLC",simiocloud.com,,https://simiocloud.com/simiocloud-products-services-privacy-policy/,privacy@simiocloud.com,866-600-3430,,1,23.2,0,0,True,False,False,False,1,1.0,6.0,,cppa-registry-current|cppa-registry-historical
723,Skydeo Inc.,skydeo.com,,skydeo.com,privacy@skydeo.com,3072237200,,1,23.2,0,0,True,False,False,False,0,,0.0,,cppa-registry-current
724,"Skyhook Holding, Inc.",skyhook.com,,https://www.skyhook.com/opt-out-of-skyhook-products,privacy@skyhook.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
725,SMARTe Inc,smarte.pro,,www.smarte.pro,privacy@smarteprivacy.com,4083966679,,1,23.2,0,0,True,False,False,False,0,,0.0,,cppa-registry-current
726,"Sojern, Inc",sojern.com,,https://www.sojern.com/privacy/privacy-policy,sojernlegal@sojern.com,8189391345,,1,23.2,0,0,True,False,False,False,0,,0.0,,cppa-registry-current
727,"Solar Connect, LLC",bluefireleads.com; homeupgradepros.us; americanroofers.org; homeupgradepros.net; homeupgradeprofessionals.us; xpertroofers.com; homeupgradepros.org; homeupgradepros.io; homeupgradeprofessionals.net; kwikac.com; homeupgradeprofessionals.com; kwiksiding.com; kwik-kitchen.com; upgradepros.services; betterhousenow.com; kwikroofs.com,,https://www.bluefireleads.com/privacy-policy.php,dev@bluefireleads.com,8017962340,,1,23.2,0,0,True,False,False,False,,,0.0,,cppa-registry-current
728,Source Path Digital,sourcepathdigital.com,,sourcepathdigital.com,privacy@sourcepathdigital.com,3146667284,,1,23.2,0,0,True,False,False,False,0,,0.0,,cppa-registry-current
729,"SourceIT Technologies, Inc",sourceitmarketing.com,,https://www.sourceitmarketing.com/privacy,dataprivacy@sourceitmarketing.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
730,"Sports Innovation Lab, inc.",sportsilab.com,,https://www.sportsilab.com/privacy-choices,privacy@sportsilab.com,6464943262,,1,23.2,0,0,True,False,False,False,0,,0.0,,cppa-registry-current
731,StatSocial,statsocial.com,,https://www.statsocial.com/privacy-policy,privacy@statsocial.com,212-951-1996,,1,23.2,0,0,True,False,False,False,0,,0.0,,cppa-registry-current|cppa-registry-historical
732,Strata Company,gostrata.com,,https://www.gostrata.com/do-not-sell-my-personal-information/,dataprivacy@gostrata.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
733,Structure,structure.ac,,http://structure.ac/opt_outs/new,support@structure.ac,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
734,"Subgraph, Inc",subgraph.tech,,https://subgraph.tech/privacy-rights,privacy@subgraph.tech,413-325-7002,,1,23.2,0,0,True,False,False,False,0,,0.0,,cppa-registry-current
735,Swoop.com Inc,swoop.com,,https://swoop.com/your-privacy-choices/,privacyrights@swoop.com,8778489903,,1,23.2,0,0,True,False,False,False,0,,0.0,,cppa-registry-current
736,TargetSmart Communications LLC,privacy.targetsmart.com,,https://privacy.targetsmart.com/do-not-sell-my-personal-information,privacy@targetsmart.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
737,"Task Genie, Inc.",datalane.com,,www.datalane.com,admin@datalane.com,917-975-4714,,1,23.2,0,0,True,False,False,False,0,,0.0,,cppa-registry-current
738,Teads Inc,teads.com,,https://privacy-policy.teads.com,dpo@teads.com,7823771890,,1,23.2,0,0,True,False,False,False,0,,0.0,,cppa-registry-current
739,"TechTarget, Inc.",techtarget.com,,https://www.techtarget.com/CA-rights-request/,privacy@techtarget.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
740,Telesign Corporation,telesign.com,,www.telesign.com/privacy-requests,california-opt-out@telesign.com,8008503485,,1,23.2,0,0,True,False,False,False,0,,0.0,,cppa-registry-current
741,"Terminus Software, Inc.",terminus.com,,https://terminus.com,privacy@terminus.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
742,THE LINEA 1 MKT SL,tl1mkt.com,,Www.tl1mkt.com,fran@tl1mkt.com,623406321,,1,23.2,0,0,True,False,False,False,0,,0.0,,cppa-registry-current|cppa-registry-historical
743,The People Searchers LLC,peoplesearcher.com,,https://www.peoplesearcher.com/optOut/name/landing,support@peoplesearcher.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
744,The Segerdahl LLC,sg360.com,,https://sg360.com/do-not-sell-my-info/,charlesg@sg360.com,8475411080,,1,23.2,0,0,True,False,False,False,0,,0.0,,cppa-registry-current|cppa-registry-historical
745,Think Data Group Inc,thinkdatagroup.com,,thinkdatagroup.com,barry.gold@thinkdatagroup.com,5082596699,,1,23.2,0,0,True,False,False,False,0,,0.0,,cppa-registry-current
746,Tiplinks Inc,fetcher.ai,,https://www.fetcher.ai/opt-out,support@fetcher.ai,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
747,"TowerData, Inc.",towerdata.com,,https://www.towerdata.com/ccpa-form,privacy@towerdata.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
748,"Traackr, Inc.",traackr.com,,https://www.traackr.com/legal/privacy-policy,legal@traackr.com,8558722257,,1,23.2,0,0,True,False,False,False,0,,0.0,,cppa-registry-current|cppa-registry-historical
749,"Trestle Solutions, Inc.",trestleiq.com,,https://trestleiq.com/privacy-policy/,privacy@trestleiq.com,4802082749,,1,23.2,0,0,True,False,False,False,0,,0.0,,cppa-registry-current|cppa-registry-historical
750,Truth Now LLC,checksecrets.com,,https://www.checksecrets.com/optOut/name/landing,support@checksecrets.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
751,"Truthed, Inc",truthed.com,,https://www.truthed.com/optout,anita@truthed.com,3104977721,,1,23.2,0,0,True,False,False,False,0,,0.0,,cppa-registry-current
752,Tymax Media,tymaxmedia.com,,http://tymaxmedia.com/ccpa.php,privacyofficer@datacomplianceportal.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
753,Ubermedia,ubermedia.com,,https://ubermedia.com/general-privacy-policy/,privacy@ubermedia.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
754,"Unearth Campaigns, LLC",unearthcampaigns.com,,https://www.unearthcampaigns.com/right-to-know/,privacy@unearthcampaigns.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
755,Unity Technologies SF,unity.com,,https://unity3d.com/legal/do-not-sell-my-personal-information,dpo@unity3d.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
756,"upcell, LLC",upcell.io,,https://www.upcell.io/data-claim,policy@upcell.io,(855) 525-7940,,1,23.2,0,0,True,False,False,False,0,,0.0,,cppa-registry-current
757,"Urban Science Applications, Inc.",urbanscience.com,,https://www.urbanscience.com/privacy/,usdatabroker@urbanscience.com,313-568-4359,,1,23.2,0,0,True,False,False,False,0,,0.0,,cppa-registry-current
758,"USADATA, Inc",usadata.com,,https://www.usadata.com/ccpa,support@usadata.com,(800) 399-8611,,1,23.2,0,0,True,False,False,False,0,,3.0,,cppa-registry-current|cppa-registry-historical
759,V12 Privacy,v12data.com,,https://v12data.com/inbound/ccpa-form/,v12privacy@v12data.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
760,"Valassis Communications, Inc.",valassis.com,,https://www.valassis.com/do-not-sell-my-personal-information/,privacy@valassis.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
761,Versium,versium.com,,https://versium.com/ccpa-opt-out,privacy@versium.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
762,"Vertical Int, Inc.",enrichlayer.com,,https://enrichlayer.com/privacy-policy,privacy@enrichlayer.com,925-304-3435,,1,23.2,0,0,True,False,False,False,0,,0.0,,cppa-registry-current
763,Voxtur Data Services,benutech.com,,www.benutech.com,chad.brown@benutech.com,8668870206,,1,23.2,0,0,True,False,False,False,0,,0.0,,cppa-registry-current
764,We Inform LLC,weinform.org--www.truthrecord.org,,https://www.weinform.org/privacy,support@weinform.org,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
765,Wealth-X,wealthx.com,,https://www.wealthx.com/privacy-policy,privacy@altrata.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
766,"WealthEngine, Inc.",wealthengine.com,,https://www.wealthengine.com/privacy-policy,privacy@altrata.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
767,"Windfall Data, Inc.",windfalldata.com,,https://windfalldata.com/database-opt-out/,privacy@windfalldata.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
768,Wisdom Media Group LLC,wisdommediagroupllc.com,,http://wisdommediagroupllc.com/unsubscribe.php,contact@wisdommediagroupllc.com,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
769,"Wiza, Inc.",wiza.co,,https://wiza.co/optout,hello@wiza.co,,,1,23.2,0,0,True,,,,,,,,cppa-registry-historical
770,"WURL, LLC",wurl.com,,https://www.wurl.com/,dataprotection@wurl.com,8008399646,,1,23.2,0,0,True,False,False,False,0,,0.0,,cppa-registry-current
771,Xcelerated Data LLC,xcelerated.com,,xcelerated.com,privacy@xcelerated.com,(877) 236-9155,,1,23.2,0,0,True,False,False,False,0,,0.0,,cppa-registry-current
772,"Yieldmo, Inc.",yieldmo.com,,https://yieldmo.com,privacy@yieldmo.com,6468450800,,1,23.2,0,0,True,False,False,False,0,,0.0,,cppa-registry-current
773,"Yobi Ventures, Inc.",yobi.ai,,https://www.yobi.ai/opt-out,privacy@yobi.ai,6465737108,,1,23.2,0,0,True,False,False,False,0,,0.0,,cppa-registry-current
774,360 Media Direct,360mediadirect.com,,,privacy@360mediadirect.com,,,0,16.0,0,0,True,,,,,,,,cppa-registry-historical
775,4C Insights,mediaocean.com,,,ccpa@mediaocean.com,,,0,16.0,0,0,True,,,,,,,,cppa-registry-historical
776,ACE Agents Inc.,degree.me,,,admin@academixdirect.com,,,0,16.0,0,0,True,,,,,,,,cppa-registry-historical
777,Ad Direct Inc,addirectinc.com,,,customerservice@addirect.inc,,,0,16.0,0,0,True,,,,,,,,cppa-registry-historical
778,AdAdapted Inc.,adadapted.com,,,privacy@adadapted.com,,,0,16.0,0,0,True,,,,,,,,cppa-registry-historical
779,"Adrea Rubin Marketing, Inc.",adrearubin.com,,,jenniferv@adrearubin.com,,,0,16.0,0,0,True,,,,,,,,cppa-registry-historical
780,"Adrea Rubin Media, Inc. dba Calibrant Digital",calibrant.com,,,jennifer@calibrant.com,,,0,16.0,0,0,True,,,,,,,,cppa-registry-historical
781,Adstra LLC,alc.com,,,privacy.officer@alc.com,,,0,16.0,0,0,True,,,,,,,,cppa-registry-historical
782,"All Global Resources, LLC",agrgroupinc.com,,,privacy@agrgroupinc.com,,,0,16.0,0,0,True,,,,,,,,cppa-registry-historical
783,"American City Business Journals, Inc.",acbj.com,,,legal@bizjournals.com,,,0,16.0,0,0,True,,,,,,,,cppa-registry-historical
784,"APIHub, Inc.",clearbit.com,,,privacy@clearbit.com,,,0,16.0,0,0,True,,,,,,,,cppa-registry-historical
785,"Apollo Interactive, Inc.",apollointeractive.com,,,requests@apollointeractive.com,,,0,16.0,0,0,True,,,,,,,,cppa-registry-historical
786,"Arity 875, LLC",arity.com,,,privacy@arity.com,,,0,16.0,0,0,True,,,,,,,,cppa-registry-historical
787,"Austin Consolidated Holdings, Inc.",myprivacy.equifax.com,,,usprivacy@equifax.com,,,0,16.0,0,0,True,,,,,,,,cppa-registry-historical
788,BrightSwipe Inc,brightswipe.com,,,admin@brightswipe.com,,,0,16.0,0,0,True,,,,,,,,cppa-registry-historical
789,"Buildertrend Solutions, Inc.",buildertrend.com,,,privacy@buildertrend.com,,,0,16.0,0,0,True,,,,,,,,cppa-registry-historical
790,Buyerlink Inc.,buyerlink.com,,,legal@buyerlink.com,,,0,16.0,0,0,True,,,,,,,,cppa-registry-historical
791,"Cappex.com, LLC",cappex.com,,,privacy@eab.com,,,0,16.0,0,0,True,,,,,,,,cppa-registry-historical
792,"Catalyze AI, Inc",catalyzeai.com,,,privacy@catalyzeai.com,,,0,16.0,0,0,True,,,,,,,,cppa-registry-historical
793,"Compile, Inc.",compile.com,,,privacy@compile.com,,,0,16.0,0,0,True,,,,,,,,cppa-registry-historical
794,"Connext Digital, LLC",connextdigital.com,,,info@connextdigital.com,,,0,16.0,0,0,True,,,,,,,,cppa-registry-historical
795,"Consider, Inc.",consider.com,,,ralph@consider.com,,,0,16.0,0,0,True,,,,,,,,cppa-registry-historical
796,Contentgine Inc.,contentgine.com,,,paul@contentgine.com,,,0,16.0,0,0,True,,,,,,,,cppa-registry-historical
797,Crosswalk Technologies Inc,crosswalknyc.com,,,privacy@crosswalknyc.com,,,0,16.0,0,0,True,,,,,,,,cppa-registry-historical
798,"Customer Communications Group, Inc.",customer.com,,,ccgprivacy@customer.com,,,0,16.0,0,0,True,,,,,,,,cppa-registry-historical
799,"Data Management, LLC",data-management.com,,,hello@data-management.com,,,0,16.0,0,0,True,,,,,,,,cppa-registry-historical
800,"Data Marketing Solutions, Inc.",businesswatchnetwork.com,,,support@bizwatchnetwork.com,,,0,16.0,0,0,True,,,,,,,,cppa-registry-historical
801,"DataDirect Marketing Solutions, Inc.",datadirectmarketing.com,,,allan@datadirectmarketing.com,,,0,16.0,0,0,True,,,,,,,,cppa-registry-historical
802,David Rickenbacher,datamasters.org,,,sales@datamasters.org,,,0,16.0,0,0,True,,,,,,,,cppa-registry-historical
803,"Demyst Data, Ltd",demyst.com,,,privacy@demystdata.com,,,0,16.0,0,0,True,,,,,,,,cppa-registry-historical
804,"Digital Segment, LLC",digitalsegment.com,,,info@digitalsegment.com,,,0,16.0,0,0,True,,,,,,,,cppa-registry-historical
805,Distribution Processing Center LLC,dpcoptout.com,,,customerservice@distpc.com,,,0,16.0,0,0,True,,,,,,,,cppa-registry-historical
806,DMDatabases,dmdatabases.com,,,optout@dmdatabases.com,,,0,16.0,0,0,True,,,,,,,,cppa-registry-historical
807,DrivenIQ Corporation,driveniq.com,,,support@driveniq.com,,,0,16.0,0,0,True,,,,,,,,cppa-registry-historical
808,"Dynata, LLC",dynata.com,,,privacy@dynata.com,,,0,16.0,0,0,True,,,,,,,,cppa-registry-historical
809,Effyis Inc. dba Socialgist,socialgist.com,,,info@socialgist.com,,,0,16.0,0,0,True,,,,,,,,cppa-registry-historical
810,Emailmovers Ltd,emailmovers.com,,,compliance@emailmovers.com,,,0,16.0,0,0,True,,,,,,,,cppa-registry-historical
811,"eSite Analytics, Inc.",esiteanalytics.com,,,privacy@kalibrate.com,,,0,16.0,0,0,True,,,,,,,,cppa-registry-historical
812,"Exponential Interactive, Inc. doing business as VDX.tv",vdx.tv,,,privacy@vdx.tv,,,0,16.0,0,0,True,,,,,,,,cppa-registry-historical
813,"FOREWARN, LLC",forewarn.com,,,legal.compliance@forewarn.com,,,0,16.0,0,0,True,,,,,,,,cppa-registry-historical
814,Gale,gale.com,,,privacy@cengage.com,,,0,16.0,0,0,True,,,,,,,,cppa-registry-historical
815,"Glad I Know, Inc.",gladiknow.com,,,support@gladiknow.com,,,0,16.0,0,0,True,,,,,,,,cppa-registry-historical
816,"Good Boy Studios, Inc",parade.pet,,,hello@goodboystudios.com,,,0,16.0,0,0,True,,,,,,,,cppa-registry-historical
817,Grata Inc,grata.com,,,hello@grata.com,,,0,16.0,0,0,True,,,,,,,,cppa-registry-historical
818,"Greenhouse Software, Inc.",greenhouse.com,,,privacy@greenhouse.io,,,0,16.0,0,0,True,,,,,,,,cppa-registry-historical
819,Health is Wealth Marketing LLC DBA PickMedicare,pickmedicare.com,,,info@pickmedicare.com,,,0,16.0,0,0,True,,,,,,,,cppa-registry-historical
820,Hybrid Theory,hybridtheory.com,,,privacy@hybridtheory.com,,,0,16.0,0,0,True,,,,,,,,cppa-registry-historical
821,Imprint Analytics LLC,imprintanalytics.io,,,privacy@imprintanalytics.io,,,0,16.0,0,0,True,,,,,,,,cppa-registry-historical
822,Infinite Media Concepts Inc,mlxp.com,,,sheck@mlxp.com,,,0,16.0,0,0,True,,,,,,,,cppa-registry-historical
823,InMobi,trufactor.io,,,privacy@inmobi.com,,,0,16.0,0,0,True,,,,,,,,cppa-registry-historical
824,"Integrated Medical Data, LLC.",integratedmedicaldata.com,,,bzink@integratedmedicaldata.com,,,0,16.0,0,0,True,,,,,,,,cppa-registry-historical
825,Intentgine Inc.,intentgine.com,,,paul@intentgine.com,,,0,16.0,0,0,True,,,,,,,,cppa-registry-historical
826,IntentMacro Inc.,intentmacro.com,,,paul@intentmacro.com,,,0,16.0,0,0,True,,,,,,,,cppa-registry-historical
827,Ipsos,ipsos.com,,,dpo.usa@ipsos.com,,,0,16.0,0,0,True,,,,,,,,cppa-registry-historical
828,iWave Information Systems Inc.,iwave.com,,,privacy@iwave.com,,,0,16.0,0,0,True,,,,,,,,cppa-registry-historical
829,"Leidos Digital Solutions, Inc.",intranetquorum.com,,,privacy@leidos.com,,,0,16.0,0,0,True,,,,,,,,cppa-registry-historical
830,Lighthouse List,lighthouselist.com,,,robert@lighthouselist.com,,,0,16.0,0,0,True,,,,,,,,cppa-registry-historical
831,List Service Direct Inc.,listservicedirect.com,,,dataremoval@listservicedirect.com,,,0,16.0,0,0,True,,,,,,,,cppa-registry-historical
832,"Listings, Information, Systems and Tabulation Services, Inc",lists-inc.com,,,info@lists-inc.com,,,0,16.0,0,0,True,,,,,,,,cppa-registry-historical
833,listsOnline,listsonline.com,,,privacyofficer@listsonline.com,,,0,16.0,0,0,True,,,,,,,,cppa-registry-historical
834,"Lucid Holdings, LLC",luc.id,,,compliance@luc.id,,,0,16.0,0,0,True,,,,,,,,cppa-registry-historical
835,Machintel,machintel.com,,,dpo@machintel.com,,,0,16.0,0,0,True,,,,,,,,cppa-registry-historical
836,"Madison Logic, Inc.",madisonlogic.com,,,privacy@madisonlogic.com,,,0,16.0,0,0,True,,,,,,,,cppa-registry-historical
837,Market Force Corporation,marketforcecorp.com,,,privacy@marketforcecorp.com,,,0,16.0,0,0,True,,,,,,,,cppa-registry-historical
838,Martin Data LLC,martin-data.com,,,ccpa@usinfosearch.com,,,0,16.0,0,0,True,,,,,,,,cppa-registry-historical
839,"Media Direct, Inc.",digdevdirect.com,,,seth@lubinlawfirm.com,,,0,16.0,0,0,True,,,,,,,,cppa-registry-historical
840,Media Source Solutions,mediasourcesolutions.com,,,mvolpe@mediasourcesolutions.com,,,0,16.0,0,0,True,,,,,,,,cppa-registry-historical
841,"MediaSoft, LLC",mediasoftstudio.com,,,info@mediasoftstudio.com,,,0,16.0,0,0,True,,,,,,,,cppa-registry-historical
842,Mediazod LLC dba Leadzod.com,leadzod.com,,,privacy@leadzod.com,,,0,16.0,0,0,True,,,,,,,,cppa-registry-historical
843,MightyRep,mightyrep.com,,,privacy@mightyrep.com,,,0,16.0,0,0,True,,,,,,,,cppa-registry-historical
844,MY RENTER CHECKER LLC,myrenterchecker.com,,,myrenterchecker@gmail.com,,,0,16.0,0,0,True,,,,,,,,cppa-registry-historical
845,"NC Ventures, LLC d/b/a NCS",ncsolutions.com,,,ncs.privacy@ncsolutions.com,,,0,16.0,0,0,True,,,,,,,,cppa-registry-historical
846,NEAR PTE LTD,near.co,,,privacy@near.co,,,0,16.0,0,0,True,,,,,,,,cppa-registry-historical
847,"Next Wave Marketing Strategies, Inc",nextwavemarketingstrategies.com,,,troy@nextwavemarketingstrategies.com,,,0,16.0,0,0,True,,,,,,,,cppa-registry-historical
848,"Nexxa Group, Inc.",nexxagroup.com,,,consumerchoice@nexxagroup.com,,,0,16.0,0,0,True,,,,,,,,cppa-registry-historical
849,Online Advertising Network sp. z o.o.,oan.pl,,,privacy@oan.pl,,,0,16.0,0,0,True,,,,,,,,cppa-registry-historical
850,Precisely Software/PlaceIQ,placeiq.com,,,privacy@placeiq.com,,,0,16.0,0,0,True,,,,,,,,cppa-registry-historical
851,Reach Marketing LLC,reachmarketing.com,,,info@reachmarketing.com,,,0,16.0,0,0,True,,,,,,,,cppa-registry-historical
852,"Reality Media, Inc.",realitydebtsolutions.com,,,cform@realitymediainc.com,,,0,16.0,0,0,True,,,,,,,,cppa-registry-historical
853,"RecruitBot, Inc.",therecruitbot.com,,,accounting@therecruitbot.com,,,0,16.0,0,0,True,,,,,,,,cppa-registry-historical
854,Redbird Direct LLC,redbirddirect.com,,,carrie@redbirddirect.com,,,0,16.0,0,0,True,,,,,,,,cppa-registry-historical
855,Response Solutions Group LLC,responsesoulutionsllc.com,,,michael@alescodata.com,,,0,16.0,0,0,True,,,,,,,,cppa-registry-historical
856,Results Only Consulting and Advertising,rocadvertising.com,,,dataprivacy_rocadvertising@simpleoptoutcompliance.com,,,0,16.0,0,0,True,,,,,,,,cppa-registry-historical
857,Saha Ventures LLC,findtrueowner.com,,,ops@findtrueowner.com,,,0,16.0,0,0,True,,,,,,,,cppa-registry-historical
858,"Sawyer Lists, LLC",sawyerlists.com,,,admin@sawyerdatadirect.com,,,0,16.0,0,0,True,,,,,,,,cppa-registry-historical
859,"Scraping Robot, LLC",scrapingrobot.com,,,support@scrapingrobot.com,,,0,16.0,0,0,True,,,,,,,,cppa-registry-historical
860,"Scryer, Inc. (dba Reonomy)",reonomy.com,,,info@reonomy.com,,,0,16.0,0,0,True,,,,,,,,cppa-registry-historical
861,SentiLink Corp,sentilink.com,,,privacy@sentilink.com,,,0,16.0,0,0,True,,,,,,,,cppa-registry-historical
862,"Slashdot Media, LLC",slashdotmedia.com,,,privacy@slashdotmedia.com,,,0,16.0,0,0,True,,,,,,,,cppa-registry-historical
863,"SMA Communications, LLC.",smacomm.com,,,steven@smacomm.com,,,0,16.0,0,0,True,,,,,,,,cppa-registry-historical
864,Spectrum Mailing Lists,spectrumlists.com,,,privacy@spectrumlists.com,,,0,16.0,0,0,True,,,,,,,,cppa-registry-historical
865,"Staircase, Inc.",staircase.co,,,optout@staircase.co,,,0,16.0,0,0,True,,,,,,,,cppa-registry-historical
